Translation Key Comparison Report
==================================================

Total used keys: 900
EN keys: 644
FA keys: 644
AR keys: 890

Key                                                EN  FA  AR  Status              
contact.getDirections                              ✗   ✗   ✗   CRITICAL (missing in all)
contact.hoursWeekdays                              ✗   ✗   ✓   PARTIAL             
contact.hoursWeekends                              ✗   ✗   ✓   PARTIAL             
contact.info                                       ✗   ✗   ✗   CRITICAL (missing in all)
contact.message                                    ✗   ✗   ✓   PARTIAL             
contact.messageMinLength                           ✗   ✗   ✗   CRITICAL (missing in all)
contact.messagePlaceholder                         ✗   ✗   ✗   CRITICAL (missing in all)
contact.messageRequired                            ✗   ✗   ✗   CRITICAL (missing in all)
contact.messageSent                                ✗   ✗   ✗   CRITICAL (missing in all)
contact.message_label                              ✗   ✗   ✗   CRITICAL (missing in all)
contact.message_placeholder                        ✗   ✗   ✗   CRITICAL (missing in all)
contact.name                                       ✗   ✗   ✗   CRITICAL (missing in all)
contact.namePlaceholder                            ✗   ✗   ✓   PARTIAL             
contact.nameRequired                               ✗   ✗   ✓   PARTIAL             
contact.name_placeholder                           ✗   ✗   ✗   CRITICAL (missing in all)
contact.phone                                      ✗   ✗   ✓   PARTIAL             
contact.phoneHours                                 ✗   ✗   ✓   PARTIAL             
contact.phoneNumber                                ✗   ✗   ✓   PARTIAL             
contact.phone_hours                                ✗   ✗   ✗   CRITICAL (missing in all)
contact.phone_number                               ✗   ✗   ✗   CRITICAL (missing in all)
contact.sendMessage                                ✗   ✗   ✓   PARTIAL             
contact.sendUsMessage                              ✗   ✗   ✓   PARTIAL             
contact.subject                                    ✗   ✗   ✓   PARTIAL             
contact.subjectPlaceholder                         ✗   ✗   ✗   CRITICAL (missing in all)
contact.subjectRequired                            ✗   ✗   ✗   CRITICAL (missing in all)
contact.subject_placeholder                        ✗   ✗   ✗   CRITICAL (missing in all)
contact.subtitle                                   ✗   ✗   ✓   PARTIAL             
contact.thanks                                     ✗   ✗   ✗   CRITICAL (missing in all)
contact.title                                      ✗   ✗   ✓   PARTIAL             
contact.visitOurStore                              ✗   ✗   ✓   PARTIAL             
contact.weekend_hours                              ✗   ✗   ✗   CRITICAL (missing in all)
contact.workingHours                               ✗   ✗   ✓   PARTIAL             
contact.yourName                                   ✗   ✗   ✓   PARTIAL             
cookies.changes                                    ✗   ✗   ✓   PARTIAL             
cookies.changes_title                              ✗   ✗   ✓   PARTIAL             
cookies.chrome                                     ✗   ✗   ✓   PARTIAL             
cookies.contact                                    ✗   ✗   ✓   PARTIAL             
cookies.contact_title                              ✗   ✗   ✓   PARTIAL             
cookies.edge                                       ✗   ✗   ✓   PARTIAL             
cookies.firefox                                    ✗   ✗   ✓   PARTIAL             
cookies.functionality                              ✗   ✗   ✓   PARTIAL             
cookies.functionality_title                        ✗   ✗   ✓   PARTIAL             
cookies.how                                        ✗   ✗   ✓   PARTIAL             
cookies.how1                                       ✗   ✗   ✓   PARTIAL             
cookies.how2                                       ✗   ✗   ✓   PARTIAL             
cookies.how3                                       ✗   ✗   ✓   PARTIAL             
cookies.how4                                       ✗   ✗   ✓   PARTIAL             
cookies.how5                                       ✗   ✗   ✓   PARTIAL             
cookies.how_title                                  ✗   ✗   ✓   PARTIAL             
cookies.manage                                     ✗   ✗   ✓   PARTIAL             
cookies.manage2                                    ✗   ✗   ✓   PARTIAL             
cookies.manage_title                               ✗   ✗   ✓   PARTIAL             
cookies.necessary                                  ✗   ✗   ✓   PARTIAL             
cookies.necessary_title                            ✗   ✗   ✓   PARTIAL             
cookies.performance                                ✗   ✗   ✓   PARTIAL             
cookies.performance_title                          ✗   ✗   ✓   PARTIAL             
cookies.safari                                     ✗   ✗   ✓   PARTIAL             
cookies.subtitle                                   ✗   ✗   ✓   PARTIAL             
cookies.targeting                                  ✗   ✗   ✓   PARTIAL             
cookies.targeting_title                            ✗   ✗   ✓   PARTIAL             
cookies.title                                      ✗   ✗   ✓   PARTIAL             
cookies.types_title                                ✗   ✗   ✓   PARTIAL             
cookies.what                                       ✗   ✗   ✓   PARTIAL             
cookies.what_title                                 ✗   ✗   ✓   PARTIAL             
coupon.apply                                       ✗   ✗   ✓   PARTIAL             
coupon.applying                                    ✗   ✗   ✓   PARTIAL             
coupon.discountApplied                             ✗   ✗   ✓   PARTIAL             
coupon.enterCode                                   ✗   ✗   ✓   PARTIAL             
coupon.exampleCodes                                ✗   ✗   ✓   PARTIAL             
coupon.failed                                      ✗   ✗   ✓   PARTIAL             
coupon.freeShipping                                ✗   ✗   ✓   PARTIAL             
coupon.invalidCode                                 ✗   ✗   ✓   PARTIAL             
coupon.tryTheseCodes                               ✗   ✗   ✓   PARTIAL             
disables add to cart button when product is out of stock ✗   ✗   ✗   CRITICAL (missing in all)
displays discount badge when discount is available ✗   ✗   ✗   CRITICAL (missing in all)
displays featured badge when product is featured   ✗   ✗   ✗   CRITICAL (missing in all)
displays low stock badge when stock is between 1 and 10 ✗   ✗   ✗   CRITICAL (missing in all)
displays out of stock overlay when stock is 0      ✗   ✗   ✗   CRITICAL (missing in all)
displays product rating correctly                  ✗   ✗   ✗   CRITICAL (missing in all)
div                                                ✗   ✗   ✗   CRITICAL (missing in all)
en-US                                              ✗   ✗   ✗   CRITICAL (missing in all)
errorBoundary.details                              ✗   ✗   ✓   PARTIAL             
errorBoundary.message                              ✗   ✗   ✓   PARTIAL             
errorBoundary.title                                ✗   ✗   ✓   PARTIAL             
fa-IR                                              ✗   ✗   ✗   CRITICAL (missing in all)
false                                              ✗   ✗   ✗   CRITICAL (missing in all)
faq.a1                                             ✗   ✗   ✓   PARTIAL             
faq.a10                                            ✗   ✗   ✓   PARTIAL             
faq.a11                                            ✗   ✗   ✓   PARTIAL             
faq.a12                                            ✗   ✗   ✓   PARTIAL             
faq.a2                                             ✗   ✗   ✓   PARTIAL             
faq.a3                                             ✗   ✗   ✓   PARTIAL             
faq.a4                                             ✗   ✗   ✓   PARTIAL             
faq.a5                                             ✗   ✗   ✓   PARTIAL             
faq.a6                                             ✗   ✗   ✓   PARTIAL             
faq.a7                                             ✗   ✗   ✓   PARTIAL             
faq.a8                                             ✗   ✗   ✓   PARTIAL             
faq.a9                                             ✗   ✗   ✓   PARTIAL             
faq.contact_support                                ✗   ✗   ✓   PARTIAL             
faq.general                                        ✗   ✗   ✓   PARTIAL             
faq.payment                                        ✗   ✗   ✓   PARTIAL             
faq.products                                       ✗   ✗   ✓   PARTIAL             
faq.q1                                             ✗   ✗   ✓   PARTIAL             
faq.q10                                            ✗   ✗   ✓   PARTIAL             
faq.q11                                            ✗   ✗   ✓   PARTIAL             
faq.q12                                            ✗   ✗   ✓   PARTIAL             
faq.q2                                             ✗   ✗   ✓   PARTIAL             
faq.q3                                             ✗   ✗   ✓   PARTIAL             
faq.q4                                             ✗   ✗   ✓   PARTIAL             
faq.q5                                             ✗   ✗   ✓   PARTIAL             
faq.q6                                             ✗   ✗   ✓   PARTIAL             
faq.q7                                             ✗   ✗   ✓   PARTIAL             
faq.q8                                             ✗   ✗   ✓   PARTIAL             
faq.q9                                             ✗   ✗   ✓   PARTIAL             
faq.shipping                                       ✗   ✗   ✓   PARTIAL             
faq.still_have_questions                           ✗   ✗   ✓   PARTIAL             
faq.subtitle                                       ✗   ✗   ✓   PARTIAL             
faq.title                                          ✗   ✗   ✓   PARTIAL             
featured                                           ✗   ✗   ✗   CRITICAL (missing in all)
filters.active                                     ✗   ✗   ✓   PARTIAL             
filters.applyFilters                               ✗   ✗   ✓   PARTIAL             
filters.clearAll                                   ✗   ✗   ✓   PARTIAL             
filters.filters                                    ✗   ✗   ✓   PARTIAL             
filters.maxPrice                                   ✗   ✗   ✓   PARTIAL             
filters.minPrice                                   ✗   ✗   ✓   PARTIAL             
filters.placeholderMax                             ✗   ✗   ✓   PARTIAL             
filters.placeholderMin                             ✗   ✗   ✓   PARTIAL             
filters.priceFilterTip                             ✗   ✗   ✓   PARTIAL             
filters.priceRange                                 ✗   ✗   ✓   PARTIAL             
filters.tip                                        ✗   ✗   ✓   PARTIAL             
footer.address                                     ✗   ✗   ✓   PARTIAL             
footer.allRightsReserved                           ✗   ✗   ✓   PARTIAL             
footer.company                                     ✗   ✗   ✓   PARTIAL             
footer.customerService                             ✗   ✗   ✓   PARTIAL             
footer.description                                 ✗   ✗   ✓   PARTIAL             
footer.emailAddress                                ✗   ✗   ✓   PARTIAL             
footer.faq                                         ✗   ✗   ✗   CRITICAL (missing in all)
footer.phone                                       ✗   ✗   ✓   PARTIAL             
footer.privacyPolicy                               ✗   ✗   ✓   PARTIAL             
footer.returns                                     ✗   ✗   ✗   CRITICAL (missing in all)
footer.shippingInfo                                ✗   ✗   ✗   CRITICAL (missing in all)
footer.support                                     ✗   ✗   ✗   CRITICAL (missing in all)
footer.termsOfService                              ✗   ✗   ✓   PARTIAL             
formats currency correctly                         ✗   ✗   ✗   CRITICAL (missing in all)
handles click on product card link                 ✗   ✗   ✗   CRITICAL (missing in all)
handles large discount (over 100%) gracefully      ✗   ✗   ✗   CRITICAL (missing in all)
handles missing product image gracefully           ✗   ✗   ✗   CRITICAL (missing in all)
handles negative discount value gracefully         ✗   ✗   ✗   CRITICAL (missing in all)
handles product with no category                   ✗   ✗   ✗   CRITICAL (missing in all)
handles product with no rating                     ✗   ✗   ✗   CRITICAL (missing in all)
handles zero stock correctly                       ✗   ✗   ✗   CRITICAL (missing in all)
help.account                                       ✗   ✗   ✓   PARTIAL             
help.account_desc                                  ✗   ✗   ✓   PARTIAL             
help.available                                     ✗   ✗   ✓   PARTIAL             
help.chat                                          ✗   ✗   ✓   PARTIAL             
help.chat_desc                                     ✗   ✗   ✓   PARTIAL             
help.contact_us                                    ✗   ✗   ✓   PARTIAL             
help.email                                         ✗   ✗   ✓   PARTIAL             
help.hours                                         ✗   ✗   ✓   PARTIAL             
help.order_support                                 ✗   ✗   ✓   PARTIAL             
help.order_support_desc                            ✗   ✗   ✓   PARTIAL             
help.payment                                       ✗   ✗   ✓   PARTIAL             
help.payment_desc                                  ✗   ✗   ✓   PARTIAL             
help.phone                                         ✗   ✗   ✓   PARTIAL             
help.products                                      ✗   ✗   ✓   PARTIAL             
help.products_desc                                 ✗   ✗   ✓   PARTIAL             
help.response_time                                 ✗   ✗   ✗   CRITICAL (missing in all)
help.returns                                       ✗   ✗   ✓   PARTIAL             
help.returns_desc                                  ✗   ✗   ✓   PARTIAL             
help.shipping                                      ✗   ✗   ✓   PARTIAL             
help.shipping_desc                                 ✗   ✗   ✓   PARTIAL             
help.subtitle                                      ✗   ✗   ✓   PARTIAL             
help.title                                         ✗   ✗   ✓   PARTIAL             
home.averageRating                                 ✗   ✗   ✓   PARTIAL             
home.badge                                         ✗   ✗   ✓   PARTIAL             
home.ctaButton                                     ✗   ✗   ✓   PARTIAL             
home.ctaSubtitle                                   ✗   ✗   ✓   PARTIAL             
home.ctaTitle                                      ✗   ✗   ✓   PARTIAL             
home.exploreCollection                             ✗   ✗   ✓   PARTIAL             
home.featuredProducts                              ✗   ✗   ✓   PARTIAL             
home.featuredProductsSubtitle                      ✗   ✗   ✓   PARTIAL             
home.freeShipping                                  ✗   ✗   ✓   PARTIAL             
home.freeShippingDesc                              ✗   ✗   ✓   PARTIAL             
home.happyCustomers                                ✗   ✗   ✓   PARTIAL             
home.heroSubtitle                                  ✗   ✗   ✓   PARTIAL             
home.heroTitle                                     ✗   ✗   ✓   PARTIAL             
home.learnMore                                     ✗   ✗   ✓   PARTIAL             
home.noFeaturedProducts                            ✗   ✗   ✓   PARTIAL             
home.premiumProducts                               ✗   ✗   ✓   PARTIAL             
home.premiumQuality                                ✗   ✗   ✓   PARTIAL             
home.premiumQualityDesc                            ✗   ✗   ✓   PARTIAL             
home.securePayment                                 ✗   ✗   ✓   PARTIAL             
home.securePaymentDesc                             ✗   ✗   ✓   PARTIAL             
home.viewAll                                       ✗   ✗   ✓   PARTIAL             
image.loading                                      ✗   ✗   ✓   PARTIAL             
image.unavailable                                  ✗   ✗   ✓   PARTIAL             
languageChanged                                    ✗   ✗   ✗   CRITICAL (missing in all)
ltr                                                ✗   ✗   ✗   CRITICAL (missing in all)
messages.welcome                                   ✗   ✗   ✓   PARTIAL             
nav.about                                          ✗   ✗   ✓   PARTIAL             
nav.admin                                          ✗   ✗   ✓   PARTIAL             
nav.contact                                        ✗   ✗   ✓   PARTIAL             
nav.orders                                         ✗   ✗   ✗   CRITICAL (missing in all)
nav.products                                       ✗   ✗   ✓   PARTIAL             
nav.profile                                        ✗   ✗   ✓   PARTIAL             
new                                                ✗   ✗   ✗   CRITICAL (missing in all)
onClick={() => setShowCancelModal(true)}           ✗   ✗   ✗   CRITICAL (missing in all)
order.${order.status.toLowerCase()}`)}             ✗   ✗   ✗   CRITICAL (missing in all)
order.${order.status.toLowerCase()}`)}</span>      ✗   ✗   ✗   CRITICAL (missing in all)
order.${order.status}`)}                           ✗   ✗   ✗   CRITICAL (missing in all)
order.${selectedStatus}`) })                       ✗   ✗   ✗   CRITICAL (missing in all)
order.${status}`)}                                 ✗   ✗   ✗   CRITICAL (missing in all)
order.allOrders                                    ✗   ✗   ✗   CRITICAL (missing in all)
order.backToOrders                                 ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelFailed                                 ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelOrder                                  ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelOrderConfirm                           ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelOrderMessage                           ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelled                                    ✗   ✗   ✗   CRITICAL (missing in all)
order.cancelling                                   ✗   ✗   ✗   CRITICAL (missing in all)
order.cashOnDelivery                               ✗   ✗   ✗   CRITICAL (missing in all)
order.confirmed                                    ✗   ✗   ✗   CRITICAL (missing in all)
order.continueShopping                             ✗   ✗   ✗   CRITICAL (missing in all)
order.creditDebitCard                              ✗   ✗   ✗   CRITICAL (missing in all)
order.date                                         ✗   ✗   ✗   CRITICAL (missing in all)
order.delivered                                    ✗   ✗   ✗   CRITICAL (missing in all)
order.deliveryMethod                               ✗   ✗   ✗   CRITICAL (missing in all)
order.discount                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.each                                         ✗   ✗   ✗   CRITICAL (missing in all)
order.emailConfirmation                            ✗   ✗   ✗   CRITICAL (missing in all)
order.expressShipping                              ✗   ✗   ✗   CRITICAL (missing in all)
order.goHome                                       ✗   ✗   ✗   CRITICAL (missing in all)
order.items                                        ✗   ✗   ✗   CRITICAL (missing in all)
order.keepOrder                                    ✗   ✗   ✗   CRITICAL (missing in all)
order.loadingDetails                               ✗   ✗   ✗   CRITICAL (missing in all)
order.loadingOrders                                ✗   ✗   ✗   CRITICAL (missing in all)
order.myOrders                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.nextDayDelivery                              ✗   ✗   ✗   CRITICAL (missing in all)
order.noFilteredOrders                             ✗   ✗   ✗   CRITICAL (missing in all)
order.noFilteredOrdersMessage                      ✗   ✗   ✗   CRITICAL (missing in all)
order.noOrdersYet                                  ✗   ✗   ✗   CRITICAL (missing in all)
order.noOrdersYetMessage                           ✗   ✗   ✗   CRITICAL (missing in all)
order.notFound                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.notFoundMessage                              ✗   ✗   ✗   CRITICAL (missing in all)
order.notFoundTitle                                ✗   ✗   ✗   CRITICAL (missing in all)
order.orderCancelled                               ✗   ✗   ✗   CRITICAL (missing in all)
order.orderCancelledMessage                        ✗   ✗   ✗   CRITICAL (missing in all)
order.orderConfirmed                               ✗   ✗   ✗   CRITICAL (missing in all)
order.orderDetails                                 ✗   ✗   ✗   CRITICAL (missing in all)
order.orderItems                                   ✗   ✗   ✗   CRITICAL (missing in all)
order.orderNumber                                  ✗   ✗   ✗   CRITICAL (missing in all)
order.orderNumberLabel                             ✗   ✗   ✗   CRITICAL (missing in all)
order.orderStatus                                  ✗   ✗   ✗   CRITICAL (missing in all)
order.orderSummary                                 ✗   ✗   ✗   CRITICAL (missing in all)
order.paymentMethod                                ✗   ✗   ✗   CRITICAL (missing in all)
order.pending                                      ✗   ✗   ✗   CRITICAL (missing in all)
order.placedOn                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.processing                                   ✗   ✗   ✗   CRITICAL (missing in all)
order.quantity                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.receivedMessage                              ✗   ✗   ✗   CRITICAL (missing in all)
order.shipped                                      ✗   ✗   ✗   CRITICAL (missing in all)
order.shipping                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.shippingAddress                              ✗   ✗   ✗   CRITICAL (missing in all)
order.standardShipping                             ✗   ✗   ✗   CRITICAL (missing in all)
order.startShopping                                ✗   ✗   ✗   CRITICAL (missing in all)
order.subtotal                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.tax                                          ✗   ✗   ✗   CRITICAL (missing in all)
order.thankYou                                     ✗   ✗   ✗   CRITICAL (missing in all)
order.total                                        ✗   ✗   ✗   CRITICAL (missing in all)
order.trackAndManage                               ✗   ✗   ✗   CRITICAL (missing in all)
order.viewAllOrders                                ✗   ✗   ✗   CRITICAL (missing in all)
order.viewDetails                                  ✗   ✗   ✗   CRITICAL (missing in all)
order.yesCancel                                    ✗   ✗   ✗   CRITICAL (missing in all)
privacy.changes                                    ✗   ✗   ✓   PARTIAL             
privacy.changes_title                              ✗   ✗   ✓   PARTIAL             
privacy.contact                                    ✗   ✗   ✓   PARTIAL             
privacy.contact_title                              ✗   ✗   ✓   PARTIAL             
privacy.how                                        ✗   ✗   ✓   PARTIAL             
privacy.how1                                       ✗   ✗   ✓   PARTIAL             
privacy.how2                                       ✗   ✗   ✓   PARTIAL             
privacy.how3                                       ✗   ✗   ✓   PARTIAL             
privacy.how4                                       ✗   ✗   ✓   PARTIAL             
privacy.how5                                       ✗   ✗   ✓   PARTIAL             
privacy.how6                                       ✗   ✗   ✓   PARTIAL             
privacy.how_title                                  ✗   ✗   ✓   PARTIAL             
privacy.information                                ✗   ✗   ✓   PARTIAL             
privacy.information1                               ✗   ✗   ✓   PARTIAL             
privacy.information2                               ✗   ✗   ✓   PARTIAL             
privacy.information3                               ✗   ✗   ✓   PARTIAL             
privacy.information4                               ✗   ✗   ✓   PARTIAL             
privacy.information5                               ✗   ✗   ✓   PARTIAL             
privacy.information_title                          ✗   ✗   ✓   PARTIAL             
privacy.intro                                      ✗   ✗   ✓   PARTIAL             
privacy.intro_title                                ✗   ✗   ✓   PARTIAL             
privacy.protection                                 ✗   ✗   ✓   PARTIAL             
privacy.protection_title                           ✗   ✗   ✓   PARTIAL             
privacy.retention                                  ✗   ✗   ✓   PARTIAL             
privacy.retention_title                            ✗   ✗   ✓   PARTIAL             
privacy.subtitle                                   ✗   ✗   ✓   PARTIAL             
privacy.title                                      ✗   ✗   ✓   PARTIAL             
product.addToCart                                  ✗   ✗   ✗   CRITICAL (missing in all)
product.bestSeller                                 ✗   ✗   ✓   PARTIAL             
product.featured                                   ✗   ✗   ✓   PARTIAL             
product.inStock                                    ✗   ✗   ✗   CRITICAL (missing in all)
product.lowStock                                   ✗   ✗   ✓   PARTIAL             
product.newArrival                                 ✗   ✗   ✓   PARTIAL             
product.outOfStock                                 ✗   ✗   ✓   PARTIAL             
productDetailPage.addToCart                        ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.availability                     ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.backToProducts                   ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.discount                         ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.errorLoading                     ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.inStock                          ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.productNotFound                  ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.quantity                         ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.sku                              ✗   ✗   ✗   CRITICAL (missing in all)
productDetailPage.uncategorized                    ✗   ✗   ✗   CRITICAL (missing in all)
productModal.addToCart                             ✗   ✗   ✓   PARTIAL             
productModal.category                              ✗   ✗   ✓   PARTIAL             
productModal.general                               ✗   ✗   ✓   PARTIAL             
productModal.inStock                               ✗   ✗   ✓   PARTIAL             
productModal.off                                   ✗   ✗   ✓   PARTIAL             
productModal.quantity                              ✗   ✗   ✓   PARTIAL             
productModal.sku                                   ✗   ✗   ✓   PARTIAL             
products.bestsellers_subtitle                      ✗   ✗   ✓   PARTIAL             
products.bestsellers_title                         ✗   ✗   ✓   PARTIAL             
products.clearAllFilters                           ✗   ✗   ✗   CRITICAL (missing in all)
products.clearFilters                              ✗   ✗   ✗   CRITICAL (missing in all)
products.errorTitle                                ✗   ✗   ✗   CRITICAL (missing in all)
products.featured_subtitle                         ✗   ✗   ✓   PARTIAL             
products.featured_title                            ✗   ✗   ✓   PARTIAL             
products.filtered                                  ✗   ✗   ✗   CRITICAL (missing in all)
products.loadError                                 ✗   ✗   ✗   CRITICAL (missing in all)
products.new_arrivals_subtitle                     ✗   ✗   ✓   PARTIAL             
products.new_arrivals_title                        ✗   ✗   ✓   PARTIAL             
products.noProductsAvailable                       ✗   ✗   ✗   CRITICAL (missing in all)
products.noProductsAvailableMessage                ✗   ✗   ✗   CRITICAL (missing in all)
products.noProductsFound                           ✗   ✗   ✗   CRITICAL (missing in all)
products.noProductsFoundMessage                    ✗   ✗   ✗   CRITICAL (missing in all)
products.subtitle                                  ✗   ✗   ✗   CRITICAL (missing in all)
products.title                                     ✗   ✗   ✗   CRITICAL (missing in all)
products.tryAgain                                  ✗   ✗   ✗   CRITICAL (missing in all)
profile.cancel                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.cannotBeChanged                            ✗   ✗   ✗   CRITICAL (missing in all)
profile.change                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.changePassword                             ✗   ✗   ✗   CRITICAL (missing in all)
profile.changePasswordError                        ✗   ✗   ✗   CRITICAL (missing in all)
profile.changePasswordHint                         ✗   ✗   ✗   CRITICAL (missing in all)
profile.confirmNewPassword                         ✗   ✗   ✗   CRITICAL (missing in all)
profile.currentPassword                            ✗   ✗   ✗   CRITICAL (missing in all)
profile.delivered                                  ✗   ✗   ✗   CRITICAL (missing in all)
profile.edit                                       ✗   ✗   ✗   CRITICAL (missing in all)
profile.emailAddress                               ✗   ✗   ✗   CRITICAL (missing in all)
profile.fillAllPasswordFields                      ✗   ✗   ✗   CRITICAL (missing in all)
profile.fullName                                   ✗   ✗   ✗   CRITICAL (missing in all)
profile.goHome                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.joined                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.loadingProfile                             ✗   ✗   ✗   CRITICAL (missing in all)
profile.newPassword                                ✗   ✗   ✗   CRITICAL (missing in all)
profile.notFound                                   ✗   ✗   ✗   CRITICAL (missing in all)
profile.notSet                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.orderStatistics                            ✗   ✗   ✗   CRITICAL (missing in all)
profile.passwordChanged                            ✗   ✗   ✗   CRITICAL (missing in all)
profile.passwordMinLength                          ✗   ✗   ✗   CRITICAL (missing in all)
profile.passwordsDoNotMatch                        ✗   ✗   ✗   CRITICAL (missing in all)
profile.pending                                    ✗   ✗   ✗   CRITICAL (missing in all)
profile.personalInfo                               ✗   ✗   ✗   CRITICAL (missing in all)
profile.phoneNumber                                ✗   ✗   ✗   CRITICAL (missing in all)
profile.phonePlaceholder                           ✗   ✗   ✗   CRITICAL (missing in all)
profile.profileUpdated                             ✗   ✗   ✗   CRITICAL (missing in all)
profile.save                                       ✗   ✗   ✗   CRITICAL (missing in all)
profile.saving                                     ✗   ✗   ✗   CRITICAL (missing in all)
profile.subtitle                                   ✗   ✗   ✗   CRITICAL (missing in all)
profile.title                                      ✗   ✗   ✗   CRITICAL (missing in all)
profile.totalOrders                                ✗   ✗   ✗   CRITICAL (missing in all)
profile.totalSpent                                 ✗   ✗   ✗   CRITICAL (missing in all)
profile.updatePassword                             ✗   ✗   ✗   CRITICAL (missing in all)
profile.updateProfileError                         ✗   ✗   ✗   CRITICAL (missing in all)
profile.user                                       ✗   ✗   ✗   CRITICAL (missing in all)
profile.viewAllOrders                              ✗   ✗   ✗   CRITICAL (missing in all)
protectedRoute.authRequired                        ✗   ✗   ✓   PARTIAL             
protectedRoute.loading                             ✗   ✗   ✓   PARTIAL             
protectedRoute.loginFirst                          ✗   ✗   ✓   PARTIAL             
protectedRoute.redirecting                         ✗   ✗   ✓   PARTIAL             
renders correctly when discount is 0               ✗   ✗   ✗   CRITICAL (missing in all)
renders correctly when discount is undefined       ✗   ✗   ✗   CRITICAL (missing in all)
renders product information correctly              ✗   ✗   ✗   CRITICAL (missing in all)
returns.conditions                                 ✗   ✗   ✓   PARTIAL             
returns.conditions_text                            ✗   ✗   ✓   PARTIAL             
returns.exchange                                   ✗   ✗   ✓   PARTIAL             
returns.exchange_text1                             ✗   ✗   ✓   PARTIAL             
returns.exchange_text2                             ✗   ✗   ✓   PARTIAL             
returns.exchange_text3                             ✗   ✗   ✓   PARTIAL             
returns.policy                                     ✗   ✗   ✓   PARTIAL             
returns.process                                    ✗   ✗   ✓   PARTIAL             
returns.process_text                               ✗   ✗   ✓   PARTIAL             
returns.refund                                     ✗   ✗   ✓   PARTIAL             
returns.refund_text1                               ✗   ✗   ✓   PARTIAL             
returns.refund_text2                               ✗   ✗   ✓   PARTIAL             
returns.restriction1                               ✗   ✗   ✓   PARTIAL             
returns.restriction2                               ✗   ✗   ✓   PARTIAL             
returns.restriction3                               ✗   ✗   ✓   PARTIAL             
returns.restriction4                               ✗   ✗   ✓   PARTIAL             
returns.restrictions                               ✗   ✗   ✓   PARTIAL             
returns.subtitle                                   ✗   ✗   ✓   PARTIAL             
returns.timeframe                                  ✗   ✗   ✓   PARTIAL             
returns.timeframe_text                             ✗   ✗   ✓   PARTIAL             
returns.title                                      ✗   ✗   ✓   PARTIAL             
rtl                                                ✗   ✗   ✗   CRITICAL (missing in all)
script                                             ✗   ✗   ✗   CRITICAL (missing in all)
search.clearButton                                 ✗   ✗   ✓   PARTIAL             
search.closeSearch                                 ✗   ✗   ✓   PARTIAL             
search.error_message                               ✗   ✗   ✓   PARTIAL             
search.generalCategory                             ✗   ✗   ✓   PARTIAL             
search.hint                                        ✗   ✗   ✓   PARTIAL             
search.loading                                     ✗   ✗   ✓   PARTIAL             
search.new_description                             ✗   ✗   ✓   PARTIAL             
search.new_title                                   ✗   ✗   ✓   PARTIAL             
search.noResults                                   ✗   ✗   ✓   PARTIAL             
search.no_results                                  ✗   ✗   ✓   PARTIAL             
search.placeholder                                 ✗   ✗   ✓   PARTIAL             
search.popularProducts                             ✗   ✗   ✓   PARTIAL             
search.recentSearches                              ✗   ✗   ✓   PARTIAL             
search.searchPlaceholder                           ✗   ✗   ✓   PARTIAL             
search.searchResults                               ✗   ✗   ✓   PARTIAL             
search.submit                                      ✗   ✗   ✓   PARTIAL             
search.suggestion1                                 ✗   ✗   ✓   PARTIAL             
search.suggestion2                                 ✗   ✗   ✓   PARTIAL             
search.suggestion3                                 ✗   ✗   ✓   PARTIAL             
search.suggestion4                                 ✗   ✗   ✓   PARTIAL             
search.suggestion5                                 ✗   ✗   ✓   PARTIAL             
search.tryDifferentKeywords                        ✗   ✗   ✓   PARTIAL             
shipping.delivery_info                             ✗   ✗   ✗   CRITICAL (missing in all)
shipping.delivery_text1                            ✗   ✗   ✗   CRITICAL (missing in all)
shipping.delivery_text2                            ✗   ✗   ✗   CRITICAL (missing in all)
shipping.domestic                                  ✗   ✗   ✗   CRITICAL (missing in all)
shipping.domestic_detail1                          ✗   ✗   ✗   CRITICAL (missing in all)
shipping.domestic_detail2                          ✗   ✗   ✗   CRITICAL (missing in all)
